user_id,month_year,housing_utilities,groceries,restaurants_cafes,transportation_fuel,public_transport,healthcare_pharmacy,education_tuition,childcare,clothing_personal_care,entertainment_hobbies,subscriptions,other_shopping,gifts_charity,miscellaneous,total_expenses,total_essential_spending,total_discretionary_spending,essential_spending_ratio,discretionary_spending_ratio,savings_this_month,spending_vs_last_month_percentage,highest_spending_category,meets_50_30_20_rule
4fbeb835-146d-4f9d-b184-b4cddf798025,2025-04,2308.36,632.16,173.85,369.12,47.86,267.61,300,800,123.63,89.81,61.47,56.89,46.32,40.77,12170.07,11577.33,592.74,0.9513,0.0487,-6523.07,-2.7,groceries,False
4fbeb835-146d-4f9d-b184-b4cddf798025,2025-05,2362.43,609.02,438.69,407.43,45.88,282.78,300,800,232.9,204.48,90.18,78.66,128.07,62.68,12895.42,11659.76,1235.66,0.9042,0.0958,-7248.42,5.96,groceries,False
4fbeb835-146d-4f9d-b184-b4cddf798025,2025-06,2322.52,491.22,268.58,394.85,47.32,311.63,300,800,220.5,170.0,73.1,61.28,44.82,51.23,12409.27,11519.76,889.51,0.9283,0.0717,-6762.27,-3.77,groceries,False
4fbeb835-146d-4f9d-b184-b4cddf798025,2025-07,2211.49,660.56,100.22,362.79,50.27,316.19,300,800,110.96,135.32,56.17,47.93,43.06,27.23,12074.41,11553.52,520.89,0.9569,0.0431,-6427.41,-2.7,groceries,False
4fbeb835-146d-4f9d-b184-b4cddf798025,2025-08,2237.57,780.94,367.38,369.94,49.61,287.43,300,800,153.92,192.23,63.26,33.15,69.66,40.13,12597.44,11677.71,919.73,0.927,0.073,-6950.44,4.33,groceries,False
81d1fe20-0cb2-4724-a78d-c3536df914a4,2024-10,785.87,172.97,635.74,308.38,32.62,69.33,0,0,305.42,161.98,148.98,122.08,157.08,73.6,3022.34,1417.46,1604.88,0.469,0.531,288.66,0.0,restaurants_cafes,False
81d1fe20-0cb2-4724-a78d-c3536df914a4,2024-10,844.76,171.15,395.02,330.62,33.33,75.88,0,0,337.09,385.05,130.45,180.34,201.55,33.61,3167.14,1504.03,1663.11,0.4749,0.5251,143.86,4.79,restaurants_cafes,False
81d1fe20-0cb2-4724-a78d-c3536df914a4,2024-11,812.03,189.54,186.87,337.9,31.88,69.69,0,0,104.86,170.65,83.76,77.06,58.22,40.97,2211.72,1489.33,722.39,0.6734,0.3266,1099.28,-30.17,groceries,True
81d1fe20-0cb2-4724-a78d-c3536df914a4,2024-12,841.17,207.31,241.03,400.59,31.16,78.88,0,0,49.35,127.77,59.87,57.96,60.34,43.39,2247.11,1607.4,639.71,0.7153,0.2847,1063.89,1.6,restaurants_cafes,True
81d1fe20-0cb2-4724-a78d-c3536df914a4,2025-01,827.56,219.41,373.64,378.5,32.52,77.01,0,0,216.88,206.2,107.16,109.11,94.44,44.51,2735.23,1583.29,1151.94,0.5789,0.4211,575.77,21.72,restaurants_cafes,False
81d1fe20-0cb2-4724-a78d-c3536df914a4,2025-02,826.74,184.6,214.63,379.79,33.72,68.87,0,0,193.52,75.18,105.68,111.64,91.58,61.62,2395.86,1542.01,853.85,0.6436,0.3564,915.14,-12.41,restaurants_cafes,True
81d1fe20-0cb2-4724-a78d-c3536df914a4,2025-03,829.1,211.93,171.43,368.07,30.24,81.28,0,0,320.76,170.39,100.3,131.78,36.99,66.0,2566.56,1568.91,997.65,0.6113,0.3887,744.44,7.12,clothing_personal_care,False
81d1fe20-0cb2-4724-a78d-c3536df914a4,2025-04,830.49,178.74,220.71,397.18,31.24,80.89,0,0,276.92,300.48,173.59,188.91,165.15,54.24,2946.83,1566.83,1380.0,0.5317,0.4683,364.17,14.82,entertainment_hobbies,False
81d1fe20-0cb2-4724-a78d-c3536df914a4,2025-05,828.09,200.92,310.53,357.73,30.9,73.61,0,0,302.68,201.62,143.99,180.51,153.85,42.11,2874.83,1539.54,1335.29,0.5355,0.4645,436.17,-2.44,restaurants_cafes,False
81d1fe20-0cb2-4724-a78d-c3536df914a4,2025-06,799.49,207.46,126.24,288.61,34.76,73.12,0,0,149.64,186.31,73.34,58.65,118.93,54.55,2219.39,1451.73,767.66,0.6541,0.3459,1091.61,-22.8,groceries,True
81d1fe20-0cb2-4724-a78d-c3536df914a4,2025-07,831.97,222.5,519.92,371.44,30.29,77.5,0,0,262.6,300.58,147.16,203.92,155.36,41.55,3213.08,1581.99,1631.09,0.4924,0.5076,97.92,44.77,restaurants_cafes,False
81d1fe20-0cb2-4724-a78d-c3536df914a4,2025-08,824.0,160.6,291.41,285.3,32.3,71.66,0,0,218.31,263.09,95.11,96.1,111.88,54.37,2552.42,1422.15,1130.27,0.5572,0.4428,758.58,-20.56,restaurants_cafes,False
f07179d7-d194-4a05-8183-2541e2ad2e40,2024-10,4185.6,775.7,334.56,369.24,24.91,463.28,600,1600,447.08,101.58,143.37,203.2,134.3,96.93,10832.51,9371.49,1461.02,0.8651,0.1349,-2726.51,0.0,groceries,False
f07179d7-d194-4a05-8183-2541e2ad2e40,2024-10,4106.57,968.61,302.62,408.0,24.58,416.65,600,1600,201.11,207.68,89.97,78.32,84.77,52.78,10494.42,9477.17,1017.25,0.9031,0.0969,-2388.42,-3.12,groceries,False
f07179d7-d194-4a05-8183-2541e2ad2e40,2024-11,4049.47,816.3,276.27,369.74,25.48,466.98,600,1600,170.89,162.3,112.37,114.54,132.79,44.91,10294.8,9280.73,1014.07,0.9015,0.0985,-2188.8,-1.9,groceries,False
f07179d7-d194-4a05-8183-2541e2ad2e40,2024-12,4130.36,929.39,682.59,380.12,26.8,386.92,600,1600,251.03,299.98,218.28,159.54,203.32,80.52,11301.61,9406.35,1895.26,0.8323,0.1677,-3195.61,9.78,groceries,False
f07179d7-d194-4a05-8183-2541e2ad2e40,2025-01,4039.25,887.18,396.75,354.43,24.62,428.59,600,1600,140.49,221.39,108.44,136.84,103.33,72.02,10466.09,9286.83,1179.26,0.8873,0.1127,-2360.09,-7.39,groceries,False
f07179d7-d194-4a05-8183-2541e2ad2e40,2025-02,4066.58,770.19,330.14,407.02,24.91,402.15,600,1600,295.24,329.42,108.81,100.9,102.46,56.16,10546.74,9223.61,1323.13,0.8745,0.1255,-2440.74,0.77,groceries,False
f07179d7-d194-4a05-8183-2541e2ad2e40,2025-03,3995.29,790.72,530.76,348.98,24.88,436.01,600,1600,389.14,469.18,161.93,157.52,136.28,123.69,11117.14,9148.64,1968.5,0.8229,0.1771,-3011.14,5.41,groceries,False
f07179d7-d194-4a05-8183-2541e2ad2e40,2025-04,4141.41,800.08,483.32,406.06,24.87,406.76,600,1600,281.23,285.04,151.27,147.1,132.72,61.15,10873.77,9331.94,1541.83,0.8582,0.1418,-2767.77,-2.19,groceries,False
f07179d7-d194-4a05-8183-2541e2ad2e40,2025-05,4018.29,766.55,398.72,434.16,25.17,485.16,600,1600,344.24,182.04,104.41,100.45,116.49,78.52,10606.96,9282.09,1324.87,0.8751,0.1249,-2500.96,-2.45,groceries,False
f07179d7-d194-4a05-8183-2541e2ad2e40,2025-06,3919.26,875.86,478.07,429.09,23.49,438.7,600,1600,342.33,251.9,150.15,137.13,138.04,96.1,10832.88,9239.16,1593.72,0.8529,0.1471,-2726.88,2.13,groceries,False
f07179d7-d194-4a05-8183-2541e2ad2e40,2025-07,4186.14,753.24,267.63,395.34,24.8,450.18,600,1600,281.9,165.2,114.36,181.59,165.9,62.1,10601.14,9362.46,1238.68,0.8832,0.1168,-2495.14,-2.14,groceries,False
f07179d7-d194-4a05-8183-2541e2ad2e40,2025-08,4074.17,818.99,105.73,402.95,26.19,422.13,600,1600,241.85,180.29,97.61,182.37,106.52,47.62,10259.18,9297.19,961.99,0.9062,0.0938,-2153.18,-3.23,groceries,False
e514119c-ecbb-43bd-993c-d5f376a79229,2024-10,3312.18,587.6,295.69,325.17,40.53,550.64,150,400,265.68,302.47,112.88,137.02,86.93,49.33,12235.43,10985.43,1250.0,0.8978,0.1022,-4607.43,0.0,groceries,False
e514119c-ecbb-43bd-993c-d5f376a79229,2024-10,3447.39,460.22,404.78,335.55,39.36,563.03,150,400,140.37,176.63,101.38,117.5,92.16,42.91,12090.59,11014.86,1075.73,0.911,0.089,-4462.59,-1.18,groceries,False
e514119c-ecbb-43bd-993c-d5f376a79229,2024-11,3309.15,528.74,223.17,323.61,40.05,631.37,150,400,201.59,228.98,107.64,115.87,96.43,56.76,12032.67,11002.23,1030.44,0.9144,0.0856,-4404.67,-0.48,groceries,False
e514119c-ecbb-43bd-993c-d5f376a79229,2024-12,3251.25,467.85,431.8,320.05,41.49,550.68,150,400,241.07,306.27,120.91,146.98,90.0,68.87,12206.53,10800.63,1405.9,0.8848,0.1152,-4578.53,1.44,groceries,False
e514119c-ecbb-43bd-993c-d5f376a79229,2025-01,3236.93,489.33,354.07,402.86,38.02,558.63,150,400,216.64,199.24,102.9,105.63,50.32,42.82,11966.7,10895.08,1071.62,0.9104,0.0896,-4338.7,-1.96,groceries,False
e514119c-ecbb-43bd-993c-d5f376a79229,2025-02,3398.69,460.03,224.42,417.44,42.0,555.65,150,400,129.06,193.82,78.61,68.44,62.55,38.44,11838.46,11043.12,795.34,0.9328,0.0672,-4210.46,-1.07,groceries,False
e514119c-ecbb-43bd-993c-d5f376a79229,2025-03,3297.16,435.6,384.25,380.17,39.18,555.99,150,400,184.35,95.53,113.67,125.92,60.7,38.39,11880.22,10877.41,1002.81,0.9156,0.0844,-4252.22,0.35,groceries,False
e514119c-ecbb-43bd-993c-d5f376a79229,2025-04,3262.35,514.64,376.36,335.13,41.06,594.28,150,400,82.04,228.53,98.87,116.07,179.97,53.2,12051.81,10916.77,1135.04,0.9058,0.0942,-4423.81,1.44,groceries,False
e514119c-ecbb-43bd-993c-d5f376a79229,2025-05,3215.87,539.29,264.07,344.49,37.77,534.26,150,400,97.85,177.58,76.12,64.16,67.26,60.63,11648.66,10840.99,807.67,0.9307,0.0693,-4020.66,-3.35,groceries,False
e514119c-ecbb-43bd-993c-d5f376a79229,2025-06,3315.75,515.14,388.46,355.91,41.24,565.09,150,400,287.05,223.68,150.67,55.33,125.03,73.83,12266.49,10962.44,1304.05,0.8937,0.1063,-4638.49,5.3,groceries,False
e514119c-ecbb-43bd-993c-d5f376a79229,2025-07,3271.72,417.9,177.78,350.34,39.78,543.92,150,400,367.78,337.81,134.32,165.31,120.24,91.52,12187.73,10792.97,1394.76,0.8856,0.1144,-4559.73,-0.64,groceries,False
e514119c-ecbb-43bd-993c-d5f376a79229,2025-08,3275.14,574.24,376.04,351.28,39.87,557.98,150,400,351.19,226.23,125.2,153.43,163.03,104.62,12467.56,10967.82,1499.74,0.8797,0.1203,-4839.56,2.3,groceries,False
c50f3e62-b198-44e5-ac96-a59528bfc253,2024-10,2157.02,158.66,216.45,126.8,144.74,189.5,0,0,92.27,146.85,54.88,49.31,49.33,38.28,3956.91,3309.54,647.37,0.8364,0.1636,-13.91,0.0,restaurants_cafes,False
c50f3e62-b198-44e5-ac96-a59528bfc253,2024-10,2246.8,158.05,91.7,146.02,144.56,173.65,0,0,157.44,145.52,72.08,73.15,79.2,26.74,4047.73,3401.9,645.83,0.8404,0.1596,-104.73,2.3,groceries,False
c50f3e62-b198-44e5-ac96-a59528bfc253,2024-11,2184.56,181.7,217.15,131.76,155.75,191.0,0,0,264.37,182.28,96.18,69.27,62.46,36.14,4305.44,3377.59,927.85,0.7845,0.2155,-362.44,6.37,clothing_personal_care,False
c50f3e62-b198-44e5-ac96-a59528bfc253,2024-12,2113.18,228.8,100.63,136.48,161.03,189.11,0,0,233.04,116.78,69.14,93.55,87.99,33.64,4096.19,3361.42,734.77,0.8206,0.1794,-153.19,-4.86,clothing_personal_care,False
c50f3e62-b198-44e5-ac96-a59528bfc253,2025-01,2095.42,231.75,324.98,159.07,137.01,203.51,0,0,172.79,244.52,73.49,69.43,38.53,46.93,4330.25,3359.58,970.67,0.7758,0.2242,-387.25,5.71,restaurants_cafes,False
c50f3e62-b198-44e5-ac96-a59528bfc253,2025-02,2134.08,218.93,224.25,139.07,154.27,182.89,0,0,173.21,127.1,72.52,72.86,92.48,50.78,4175.26,3362.06,813.2,0.8052,0.1948,-232.26,-3.58,restaurants_cafes,False
c50f3e62-b198-44e5-ac96-a59528bfc253,2025-03,2156.78,201.86,160.24,149.03,146.91,178.54,0,0,145.11,95.2,73.4,21.13,58.97,23.82,3943.81,3365.94,577.87,0.8535,0.1465,-0.81,-5.54,groceries,False
c50f3e62-b198-44e5-ac96-a59528bfc253,2025-04,2171.59,216.63,351.49,149.03,155.24,188.11,0,0,220.98,220.25,94.15,40.46,90.93,49.84,4481.52,3413.42,1068.1,0.7617,0.2383,-538.52,13.63,restaurants_cafes,False
c50f3e62-b198-44e5-ac96-a59528bfc253,2025-05,2245.41,196.89,78.67,136.02,142.25,179.47,0,0,162.75,128.51,87.01,119.44,81.18,29.76,4120.18,3432.86,687.32,0.8332,0.1668,-177.18,-8.06,groceries,False
c50f3e62-b198-44e5-ac96-a59528bfc253,2025-06,2096.68,199.93,164.74,185.34,149.12,182.93,0,0,157.91,54.94,76.09,58.54,34.53,38.27,3931.84,3346.82,585.02,0.8512,0.1488,11.16,-4.57,groceries,False
c50f3e62-b198-44e5-ac96-a59528bfc253,2025-07,2173.49,219.11,68.86,153.73,144.79,189.2,0,0,64.73,65.27,25.6,22.01,24.49,15.38,3699.48,3413.14,286.34,0.9226,0.0774,243.52,-5.91,groceries,False
c50f3e62-b198-44e5-ac96-a59528bfc253,2025-08,2142.67,215.83,349.75,135.74,150.97,187.75,0,0,95.56,213.41,95.72,75.8,86.25,37.98,4320.25,3365.78,954.47,0.7791,0.2209,-377.25,16.78,restaurants_cafes,False
a2c92dcc-93ae-4974-8212-5878191a19fa,2024-10,1686.4,532.37,110.46,251.59,13.22,221.47,150,400,54.81,78.42,41.76,57.84,37.04,7.82,5612.51,5224.36,388.15,0.9308,0.0692,352.49,0.0,groceries,False
a2c92dcc-93ae-4974-8212-5878191a19fa,2024-10,1705.44,510.89,109.69,262.09,12.98,218.13,150,400,100.51,41.0,36.49,22.34,31.26,16.41,5586.54,5228.84,357.7,0.936,0.064,378.46,-0.46,groceries,False
a2c92dcc-93ae-4974-8212-5878191a19fa,2024-11,1692.15,430.0,170.81,286.51,12.95,232.77,150,400,31.17,117.85,59.78,34.74,69.77,31.87,5689.68,5173.69,515.99,0.9093,0.0907,275.32,1.85,groceries,False
a2c92dcc-93ae-4974-8212-5878191a19fa,2024-12,1625.37,588.3,220.89,308.72,13.24,215.52,150,400,109.86,115.48,47.85,49.27,57.54,33.64,5904.99,5270.46,634.53,0.8925,0.1075,60.01,3.78,groceries,False
a2c92dcc-93ae-4974-8212-5878191a19fa,2025-01,1659.07,558.15,130.09,297.45,13.95,225.56,150,400,110.51,162.77,56.21,51.42,58.02,20.79,5863.3,5273.49,589.81,0.8994,0.1006,101.7,-0.71,groceries,False
a2c92dcc-93ae-4974-8212-5878191a19fa,2025-02,1606.32,522.92,66.19,281.82,13.43,223.03,150,400,56.68,71.34,33.37,30.94,50.61,12.85,5488.81,5166.83,321.98,0.9413,0.0587,476.19,-6.39,groceries,False
a2c92dcc-93ae-4974-8212-5878191a19fa,2025-03,1668.33,438.08,57.67,244.88,13.45,223.85,150,400,33.37,38.51,27.48,22.63,17.07,14.44,5319.07,5107.9,211.17,0.9603,0.0397,645.93,-3.09,groceries,False
a2c92dcc-93ae-4974-8212-5878191a19fa,2025-04,1661.46,498.22,97.55,313.34,14.3,225.51,150,400,58.74,99.55,39.38,28.62,25.92,17.07,5598.97,5232.14,366.83,0.9345,0.0655,366.03,5.26,groceries,False
a2c92dcc-93ae-4974-8212-5878191a19fa,2025-05,1666.1,480.94,243.03,245.56,13.16,236.31,150,400,148.9,88.79,40.7,25.36,48.89,16.38,5773.43,5161.38,612.05,0.894,0.106,191.57,3.12,groceries,False
a2c92dcc-93ae-4974-8212-5878191a19fa,2025-06,1615.42,627.61,152.48,296.78,12.43,234.02,150,400,57.5,103.01,52.4,62.4,45.18,27.45,5805.99,5305.57,500.42,0.9138,0.0862,159.01,0.56,groceries,False
a2c92dcc-93ae-4974-8212-5878191a19fa,2025-07,1643.04,438.24,158.86,269.82,13.52,232.93,150,400,102.87,134.0,40.04,52.84,22.52,16.9,5644.89,5116.86,528.03,0.9065,0.0935,320.11,-2.77,groceries,False
a2c92dcc-93ae-4974-8212-5878191a19fa,2025-08,1662.8,518.83,225.77,275.76,12.5,223.88,150,400,94.11,139.5,66.87,105.98,53.39,38.95,5937.65,5213.08,724.57,0.878,0.122,27.35,5.19,groceries,False
13876ed8-4ce9-4535-b3c3-94e25d5f29e5,2024-10,3202.43,535.66,324.79,238.01,13.65,585.91,150,400,254.02,257.26,120.4,131.21,156.1,21.56,10474.74,9209.4,1265.34,0.8792,0.1208,-1919.74,0.0,groceries,False
13876ed8-4ce9-4535-b3c3-94e25d5f29e5,2024-10,3216.32,393.7,256.1,205.47,13.1,590.79,150,400,261.03,277.24,110.19,159.82,108.44,73.38,10299.32,9053.12,1246.2,0.879,0.121,-1744.32,-1.67,groceries,False
13876ed8-4ce9-4535-b3c3-94e25d5f29e5,2024-11,3179.71,459.58,331.71,210.38,13.63,580.62,150,400,321.87,200.17,112.48,90.39,99.64,60.25,10294.17,9077.66,1216.51,0.8818,0.1182,-1739.17,-0.05,groceries,False
13876ed8-4ce9-4535-b3c3-94e25d5f29e5,2024-12,3146.49,464.52,284.57,182.03,13.96,576.99,150,400,238.29,141.74,72.03,65.65,106.37,52.81,9979.19,9017.73,961.46,0.9037,0.0963,-1424.19,-3.06,groceries,False
13876ed8-4ce9-4535-b3c3-94e25d5f29e5,2025-01,3274.75,462.05,376.39,203.97,14.46,543.47,150,400,243.46,307.27,127.93,108.81,42.43,49.16,10387.89,9132.44,1255.45,0.8791,0.1209,-1832.89,4.1,groceries,False
13876ed8-4ce9-4535-b3c3-94e25d5f29e5,2025-02,3242.71,480.85,205.38,227.11,14.01,548.52,150,400,103.65,100.65,57.59,38.79,51.8,32.63,9737.43,9146.94,590.49,0.9394,0.0606,-1182.43,-6.26,groceries,False
13876ed8-4ce9-4535-b3c3-94e25d5f29e5,2025-03,3290.91,510.99,334.22,223.27,13.65,533.03,150,400,309.24,239.96,132.91,100.75,136.54,61.67,10520.88,9205.59,1315.29,0.875,0.125,-1965.88,8.05,groceries,False
13876ed8-4ce9-4535-b3c3-94e25d5f29e5,2025-04,3197.8,457.87,314.35,192.28,13.71,556.46,150,400,351.36,145.12,138.19,159.94,146.27,79.09,10386.18,9051.86,1334.32,0.8715,0.1285,-1831.18,-1.28,groceries,False
13876ed8-4ce9-4535-b3c3-94e25d5f29e5,2025-05,3131.92,460.42,261.8,226.33,14.62,542.33,150,400,411.83,518.16,179.18,236.56,127.4,87.69,10831.98,9009.36,1822.62,0.8317,0.1683,-2276.98,4.29,entertainment_hobbies,False
13876ed8-4ce9-4535-b3c3-94e25d5f29e5,2025-06,3243.13,469.02,344.99,213.77,14.24,553.43,150,400,300.16,442.06,159.82,134.98,107.48,62.39,10679.21,9127.33,1551.88,0.8547,0.1453,-2124.21,-1.41,groceries,False
13876ed8-4ce9-4535-b3c3-94e25d5f29e5,2025-07,3204.66,568.25,320.25,194.15,13.51,551.14,150,400,259.05,223.41,114.91,85.16,162.5,55.85,10386.58,9165.45,1221.13,0.8824,0.1176,-1831.58,-2.74,groceries,False
13876ed8-4ce9-4535-b3c3-94e25d5f29e5,2025-08,3089.43,581.52,469.12,199.66,14.26,526.2,150,400,213.47,244.46,128.46,123.1,147.76,48.48,10419.66,9044.81,1374.85,0.8681,0.1319,-1864.66,0.32,groceries,False
73102d02-1e7f-429e-8969-e1e527162142,2024-10,2625.02,502.53,204.85,119.27,183.39,153.37,0,0,193.91,145.05,110.25,79.39,145.87,38.0,9390.9,8473.58,917.32,0.9023,0.0977,54.1,0.0,groceries,False
73102d02-1e7f-429e-8969-e1e527162142,2024-10,2799.03,393.93,407.92,109.1,164.72,145.1,0,0,214.84,224.08,108.26,79.93,161.08,39.62,9737.61,8501.88,1235.73,0.8731,0.1269,-292.61,3.69,restaurants_cafes,False
73102d02-1e7f-429e-8969-e1e527162142,2024-11,2758.98,391.63,72.96,110.68,181.84,158.54,0,0,132.72,290.51,86.0,93.83,108.33,34.92,9310.94,8491.67,819.27,0.912,0.088,134.06,-4.38,groceries,False
73102d02-1e7f-429e-8969-e1e527162142,2024-12,2665.0,399.4,350.05,92.18,181.1,143.2,0,0,123.65,121.32,103.7,138.01,97.29,61.07,9365.97,8370.88,995.09,0.8938,0.1062,79.03,0.59,groceries,False
73102d02-1e7f-429e-8969-e1e527162142,2025-01,2781.21,409.6,266.61,85.26,182.01,143.82,0,0,205.01,129.17,126.69,169.72,88.52,38.2,9515.82,8491.9,1023.92,0.8924,0.1076,-70.82,1.6,groceries,False
73102d02-1e7f-429e-8969-e1e527162142,2025-02,2698.61,419.65,146.92,95.16,181.95,145.6,0,0,136.84,150.81,71.8,76.11,106.47,52.62,9172.54,8430.97,741.57,0.9192,0.0808,272.46,-3.61,groceries,False
73102d02-1e7f-429e-8969-e1e527162142,2025-03,2742.63,327.0,66.62,125.43,180.5,167.1,0,0,128.26,134.83,65.68,83.34,49.52,28.57,8989.48,8432.66,556.82,0.9381,0.0619,455.52,-2.0,groceries,False
73102d02-1e7f-429e-8969-e1e527162142,2025-04,2710.83,390.4,279.18,97.98,174.37,136.56,0,0,224.36,250.45,88.59,138.78,134.44,50.01,9565.95,8400.14,1165.81,0.8781,0.1219,-120.95,6.41,groceries,False
73102d02-1e7f-429e-8969-e1e527162142,2025-05,2743.02,437.41,295.27,105.16,186.19,141.53,0,0,107.99,188.64,90.58,119.67,118.33,48.36,9472.15,8503.31,968.84,0.8977,0.1023,-27.15,-0.98,groceries,False
73102d02-1e7f-429e-8969-e1e527162142,2025-06,2723.71,403.75,94.58,112.96,199.84,146.09,0,0,97.33,106.61,40.81,41.48,42.42,28.68,8928.26,8476.35,451.91,0.9494,0.0506,516.74,-5.74,groceries,False
73102d02-1e7f-429e-8969-e1e527162142,2025-07,2839.33,426.35,299.43,103.39,176.99,157.56,0,0,84.06,178.9,95.11,132.35,115.36,62.99,9561.82,8593.62,968.2,0.8987,0.1013,-116.82,7.1,groceries,False
73102d02-1e7f-429e-8969-e1e527162142,2025-08,2661.3,357.23,198.39,90.92,206.31,143.27,0,0,183.41,143.9,70.86,84.49,23.66,41.62,9095.36,8349.03,746.33,0.9179,0.0821,349.64,-4.88,groceries,False
4f41be3c-74d5-40e1-a98b-69de193036a6,2024-10,3760.03,652.99,441.83,84.51,185.54,971.88,450,1200,207.28,169.88,121.62,86.24,51.2,52.26,8711.99,7581.68,1130.31,0.8703,0.1297,1654.01,0.0,groceries,False
4f41be3c-74d5-40e1-a98b-69de193036a6,2024-10,3602.23,701.24,586.07,100.33,187.16,979.36,450,1200,397.93,307.89,143.57,138.44,114.44,79.73,9265.12,7497.05,1768.07,0.8092,0.1908,1100.88,6.35,groceries,False
4f41be3c-74d5-40e1-a98b-69de193036a6,2024-11,3502.37,736.83,614.27,79.47,188.26,951.56,450,1200,341.17,287.77,143.22,169.1,158.12,122.01,9220.88,7385.22,1835.66,0.8009,0.1991,1145.12,-0.48,groceries,False
4f41be3c-74d5-40e1-a98b-69de193036a6,2024-12,3560.51,649.6,183.69,92.06,198.1,921.72,450,1200,321.1,233.5,126.3,119.53,94.52,62.76,8490.12,7348.72,1141.4,0.8656,0.1344,1875.88,-7.93,groceries,False
4f41be3c-74d5-40e1-a98b-69de193036a6,2025-01,3635.72,733.76,238.71,79.85,182.6,954.32,450,1200,160.69,145.3,57.65,61.03,38.3,34.61,8249.27,7512.98,736.29,0.9107,0.0893,2116.73,-2.84,groceries,False
4f41be3c-74d5-40e1-a98b-69de193036a6,2025-02,3577.55,627.99,580.83,85.02,192.09,984.54,450,1200,203.89,298.6,183.21,116.38,165.77,95.5,9038.1,7393.92,1644.18,0.8181,0.1819,1327.9,9.56,groceries,False
4f41be3c-74d5-40e1-a98b-69de193036a6,2025-03,3436.95,680.48,288.28,83.55,176.37,966.89,450,1200,333.25,235.8,113.66,94.1,117.83,41.11,8495.0,7270.97,1224.03,0.8559,0.1441,1871.0,-6.01,groceries,False
4f41be3c-74d5-40e1-a98b-69de193036a6,2025-04,3592.48,729.32,445.97,83.77,200.45,926.98,450,1200,250.08,345.35,141.24,186.33,143.33,42.64,9014.67,7459.73,1554.94,0.8275,0.1725,1351.33,6.12,groceries,False
4f41be3c-74d5-40e1-a98b-69de193036a6,2025-05,3629.13,726.06,347.28,72.76,199.21,899.53,450,1200,415.37,306.54,135.2,92.94,251.24,70.05,9072.04,7453.42,1618.62,0.8216,0.1784,1293.96,0.64,groceries,False
4f41be3c-74d5-40e1-a98b-69de193036a6,2025-06,3497.01,685.18,354.9,88.74,183.52,916.55,450,1200,172.72,146.25,102.99,106.8,151.89,71.69,8404.97,7297.73,1107.24,0.8683,0.1317,1961.03,-7.35,groceries,False
4f41be3c-74d5-40e1-a98b-69de193036a6,2025-07,3604.82,754.77,552.73,95.21,193.52,825.93,450,1200,365.65,285.76,140.57,191.8,132.21,58.5,9128.2,7400.98,1727.22,0.8108,0.1892,1237.8,8.6,groceries,False
4f41be3c-74d5-40e1-a98b-69de193036a6,2025-08,3573.71,587.94,411.31,88.71,204.08,932.68,450,1200,113.17,375.4,138.05,181.48,163.22,105.73,8802.21,7313.85,1488.36,0.8309,0.1691,1563.79,-3.57,groceries,False
3cd5ceae-0898-47db-b6ce-574599d75e58,2024-10,1201.79,474.49,357.58,127.34,190.46,230.82,150,400,200.13,278.07,146.7,134.89,168.3,69.18,6714.26,5359.41,1354.85,0.7982,0.2018,-430.26,0.0,groceries,False
3cd5ceae-0898-47db-b6ce-574599d75e58,2024-10,1208.91,460.81,427.47,138.87,189.95,250.16,150,400,357.56,273.09,168.92,137.08,144.9,55.24,6947.47,5383.21,1564.26,0.7748,0.2252,-663.47,3.47,groceries,False
3cd5ceae-0898-47db-b6ce-574599d75e58,2024-11,1202.32,482.56,481.42,147.43,201.74,235.58,150,400,280.42,227.61,132.14,170.43,129.42,66.92,6892.5,5404.14,1488.36,0.7841,0.2159,-608.5,-0.79,groceries,False
3cd5ceae-0898-47db-b6ce-574599d75e58,2024-12,1227.39,560.59,164.97,170.72,198.2,212.65,150,400,113.74,183.32,78.33,37.11,47.8,30.67,6160.0,5504.06,655.94,0.8935,0.1065,124.0,-10.63,groceries,False
3cd5ceae-0898-47db-b6ce-574599d75e58,2025-01,1250.52,582.72,214.2,147.32,176.32,230.49,150,400,157.84,208.4,117.0,176.53,133.27,57.41,6586.53,5521.88,1064.65,0.8384,0.1616,-302.53,6.92,groceries,False
3cd5ceae-0898-47db-b6ce-574599d75e58,2025-02,1204.63,450.83,495.95,157.48,195.23,245.02,150,400,110.59,265.65,173.87,178.96,126.51,91.24,6830.47,5387.7,1442.77,0.7888,0.2112,-546.47,3.7,restaurants_cafes,False
3cd5ceae-0898-47db-b6ce-574599d75e58,2025-03,1237.64,449.84,159.0,137.79,199.68,216.77,150,400,131.02,128.61,83.57,51.21,113.95,51.44,6095.03,5376.23,718.8,0.8821,0.1179,188.97,-10.77,groceries,False
3cd5ceae-0898-47db-b6ce-574599d75e58,2025-04,1251.31,504.51,278.82,150.96,208.18,235.17,150,400,308.0,396.03,166.89,129.73,125.84,44.22,6934.17,5484.64,1449.53,0.791,0.209,-650.17,13.77,groceries,False
3cd5ceae-0898-47db-b6ce-574599d75e58,2025-05,1204.44,504.23,271.16,148.46,180.17,208.94,150,400,263.53,185.61,104.11,135.89,87.06,29.1,6457.21,5380.75,1076.46,0.8333,0.1667,-173.21,-6.88,groceries,False
